Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-27,10-Q,238.56,240.32,0.74,N/A,N/A
2023-02-02,10-K,188.77,186.53,-1.19,177.92,-5.75
2022-10-27,10-Q,97.94,99.2,1.29,88.91,-9.22
2022-07-28,10-Q,160.72,159.1,-1.01,170.57,6.13
2022-04-28,10-Q,205.73,200.47,-2.56,208.28,1.24
2022-02-03,10-K,237.76,237.09,-0.28,228.07,-4.08
2021-10-26,10-Q,315.81,312.22,-1.14,328.08,3.89
2021-07-29,10-Q,358.32,356.3,-0.56,362.97,1.3
2021-04-29,10-Q,329.51,325.08,-1.34,320.02,-2.88
2021-01-28,10-K,265.0,258.33,-2.52,266.49,0.56
2020-10-30,10-Q,263.11,261.36,-0.67,293.41,11.52
2020-07-31,10-Q,253.67,251.96,-0.67,268.44,5.82
2020-04-30,10-Q,204.71,202.27,-1.19,211.26,3.2
2020-01-30,10-K,209.53,201.91,-3.64,210.85,0.63
2019-10-31,10-Q,191.65,193.62,1.03,190.42,-0.64
2019-07-25,10-Q,200.71,199.75,-0.48,192.73,-3.98
2019-04-25,10-Q,193.26,191.49,-0.92,192.53,-0.38
2019-01-31,10-K,166.69,165.71,-0.59,166.38,-0.19
2018-10-31,10-Q,151.79,151.75,-0.03,151.53,-0.17
2018-07-26,10-Q,176.26,174.89,-0.78,176.37,0.06
2018-04-26,10-Q,174.16,173.59,-0.33,174.02,-0.08
2018-02-01,10-K,193.09,190.28,-1.46,171.58,-11.14
2017-11-02,10-Q,178.92,178.92,0.0,179.3,0.21
2017-07-27,10-Q,170.44,172.45,1.18,168.59,-1.09
2017-05-04,10-Q,150.85,150.24,-0.4,150.04,-0.54
2017-02-03,10-K,130.98,132.06,0.82,134.19,2.45
2016-11-03,10-Q,120.0,120.75,0.63,120.8,0.67
2016-07-28,10-Q,125.0,123.94,-0.85,124.36,-0.51
2016-04-28,10-Q,116.73,117.58,0.73,117.81,0.93
2016-01-28,10-K,109.11,112.21,2.84,110.49,1.26
2015-11-05,10-Q,108.76,107.1,-1.53,108.02,-0.68
2015-07-31,10-Q,94.01,94.14,0.14,94.3,0.31
2015-04-23,10-Q,82.41,81.53,-1.07,78.77,-4.42
2015-01-29,10-K,78.0,75.91,-2.68,75.61,-3.06
2014-10-30,10-Q,74.11,74.99,1.19,75.26,1.55
2014-07-24,10-Q,74.98,75.19,0.28,72.65,-3.11
2014-04-25,10-Q,57.71,56.14,-2.72,60.46,4.77
2014-01-31,10-K,62.57,61.48,-1.74,64.32,2.8
2013-11-01,10-Q,49.75,48.22,-3.08,47.53,-4.46
2013-07-25,10-Q,34.36,34.01,-1.02,37.49,9.11
2013-05-02,10-Q,28.97,28.31,-2.28,27.04,-6.66
2013-02-01,10-K,29.73,28.11,-5.45,28.55,-3.97
2012-10-24,10-Q,23.23,22.56,-2.88,21.18,-8.82
2012-07-31,10-Q,21.71,20.88,-3.82,20.72,-4.56
