Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-02-23,10-K,90.71,90.43,-0.31,87.99,-3.0
2022-10-27,10-Q,85.576,87.755,2.55,87.048,1.72
2022-07-27,10-Q,93.782,95.077,1.38,96.996,3.43
2022-04-28,10-Q,98.981,95.773,-3.24,96.304,-2.7
2022-02-24,10-K,83.645,86.448,3.35,90.816,8.57
2021-10-28,10-Q,80.395,80.395,0.0,79.617,-0.97
2021-07-22,10-Q,79.889,80.925,1.3,83.899,5.02
2021-04-22,10-Q,82.084,81.851,-0.28,82.214,0.16
2021-02-25,10-K,71.211,69.858,-1.9,72.098,1.25
2020-10-22,10-Q,84.57,84.277,-0.35,83.047,-1.8
2020-08-06,10-Q,77.663,79.433,2.28,76.737,-1.19
2020-05-06,10-Q,71.068,71.504,0.61,70.713,-0.5
2020-02-20,10-K,92.31,91.706,-0.65,82.825,-10.28
2019-10-24,10-Q,85.062,83.845,-1.43,83.88,-1.39
2019-07-25,10-Q,78.571,78.456,-0.15,78.332,-0.3
2019-04-26,10-Q,74.118,73.532,-0.79,74.748,0.85
2019-02-21,10-K,71.003,71.502,0.7,71.003,0.0
2018-10-25,10-Q,63.232,62.544,-1.09,62.742,-0.78
2018-07-26,10-Q,60.548,60.633,0.14,60.079,-0.77
2018-04-26,10-Q,58.918,59.576,1.12,58.47,-0.76
2018-02-23,10-K,56.891,56.553,-0.59,55.042,-3.25
2017-10-27,10-Q,61.397,61.521,0.2,61.447,0.08
2017-07-27,10-Q,58.134,57.936,-0.34,58.57,0.75
2017-04-28,10-Q,55.316,55.023,-0.53,55.789,0.86
2017-02-28,10-K,54.615,53.922,-1.27,54.02,-1.09
2016-11-02,10-Q,50.116,50.364,0.5,49.489,-1.25
2016-07-28,10-Q,54.712,55.013,0.55,54.489,-0.41
2016-04-28,10-Q,49.63,49.976,0.7,51.274,3.31
2016-02-24,10-K,49.59,50.283,1.4,48.709,-1.78
2015-10-22,10-Q,45.695,44.39,-2.86,43.41,-5.0
2015-07-23,10-Q,41.764,41.772,0.02,43.088,3.17
2015-04-23,10-Q,43.119,43.861,1.72,43.096,-0.05
2015-02-20,10-K,44.498,44.778,0.63,43.634,-1.94
2014-10-23,10-Q,41.167,42.053,2.15,43.394,5.41
2014-07-25,10-Q,39.243,40.298,2.69,38.572,-1.71
2014-04-25,10-Q,38.989,39.763,1.99,38.587,-1.03
2014-02-25,10-K,36.564,36.717,0.42,36.556,-0.02
2013-10-25,10-Q,33.806,33.821,0.04,33.635,-0.51
2013-07-26,10-Q,32.872,33.034,0.49,32.949,0.24
2013-04-26,10-Q,35.407,35.947,1.52,35.786,1.07
2013-02-26,10-K,32.458,32.689,0.71,33.39,2.87
2012-10-26,10-Q,30.137,30.473,1.11,29.705,-1.43
2012-07-27,10-Q,28.764,28.865,0.35,28.709,-0.19
2012-04-27,10-Q,25.921,26.015,0.36,25.841,-0.31
2012-02-28,10-K,25.425,25.191,-0.92,25.579,0.61
2011-10-28,10-Q,25.784,25.692,-0.36,25.967,0.71
2011-07-29,10-Q,23.803,24.442,2.69,23.403,-1.68
2011-05-03,10-Q,23.562,23.364,-0.84,23.797,1.0
2011-02-25,10-K,22.497,22.816,1.42,22.529,0.14
2010-11-01,10-Q,23.183,23.4,0.94,23.249,0.28
2010-07-30,10-Q,22.116,22.294,0.81,22.374,1.17
2010-04-30,10-Q,20.818,20.976,0.76,19.62,-5.75
2010-02-26,10-K,20.405,20.6,0.95,20.788,1.87
2009-10-30,10-Q,17.881,17.982,0.56,18.604,4.04
2009-08-04,10-Q,18.034,17.988,-0.26,18.384,1.94
2009-05-01,10-Q,15.487,15.389,-0.63,15.267,-1.42
2009-02-27,10-K,16.125,15.51,-3.81,14.262,-11.55
2008-10-31,10-Q,18.29,18.11,-0.98,17.53,-4.16
2008-08-01,10-Q,21.509,21.669,0.75,21.916,1.9
2008-05-01,10-Q,24.662,24.783,0.49,24.31,-1.43
2008-02-28,10-K,23.101,22.491,-2.64,22.645,-1.97
2007-11-02,10-Q,25.607,25.758,0.59,25.252,-1.39
2007-08-03,10-Q,23.578,24.793,5.15,25.316,7.37
2007-05-04,10-Q,26.774,26.843,0.26,26.19,-2.18
2007-02-28,10-K,23.853,24.155,1.27,23.996,0.6
2006-11-06,10-Q,21.592,21.545,-0.22,21.819,1.05
2006-08-04,10-Q,19.111,18.879,-1.22,18.947,-0.86
2006-05-05,10-Q,17.32,17.16,-0.92,16.824,-2.86
2006-03-01,10-K,18.663,18.561,-0.55,18.341,-1.72
2005-11-08,10-Q,18.633,18.678,0.24,18.112,-2.79
2005-08-04,10-Q,19.185,18.927,-1.34,18.877,-1.6
2005-05-04,10-Q,17.43,17.439,0.06,17.499,0.4
2005-03-01,10-K,16.551,16.649,0.59,17.002,2.73
2004-11-05,10-Q,16.533,16.688,0.94,17.019,2.94
2004-08-06,10-Q,15.397,15.205,-1.25,15.33,-0.44
2004-05-07,10-Q,14.072,13.806,-1.89,14.22,1.05
2004-03-11,10-K,15.771,15.818,0.3,15.922,0.95
2003-11-12,10-Q,12.802,12.798,-0.04,12.779,-0.18
2003-08-12,10-Q,12.839,12.816,-0.18,12.871,0.25
2003-05-14,10-Q,11.605,11.923,2.74,12.0,3.4
2003-03-20,10-K,10.221,10.225,0.04,10.261,0.39
