Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-27,10-Q,47.19,47.51,0.68,N/A,N/A
2023-02-27,10-K,45.571,45.463,-0.24,46.208,1.4
2022-10-27,10-Q,43.574,44.428,1.96,43.085,-1.12
2022-07-28,10-Q,41.288,41.157,-0.32,41.523,0.57
2022-04-28,10-Q,50.81,51.15,0.67,51.5,1.36
2022-02-25,10-K,46.584,46.412,-0.37,48.403,3.9
2021-10-28,10-Q,39.58,39.163,-1.05,39.607,0.07
2021-07-29,10-Q,42.374,41.886,-1.15,41.293,-2.55
2021-04-29,10-Q,39.928,40.913,2.47,42.404,6.2
2021-02-26,10-K,36.722,37.513,2.16,38.002,3.49
2020-10-30,10-Q,29.778,30.108,1.11,30.761,3.3
2020-07-30,10-Q,33.641,33.293,-1.03,33.616,-0.07
2020-04-30,10-Q,31.077,30.016,-3.41,27.791,-10.57
2020-02-25,10-K,32.741,32.456,-0.87,32.287,-1.39
2019-10-31,10-Q,33.951,34.156,0.6,34.853,2.66
2019-07-30,10-Q,36.069,35.005,-2.95,34.329,-4.82
2019-04-25,10-Q,37.64,38.651,2.68,38.922,3.4
2019-02-26,10-K,37.609,37.768,0.42,38.172,1.5
2018-10-25,10-Q,44.85,44.801,-0.11,45.212,0.81
2018-07-26,10-Q,39.334,40.597,3.21,41.249,4.87
2018-04-26,10-Q,37.934,38.876,2.48,39.035,2.9
2018-02-27,10-K,43.857,43.138,-1.64,44.385,1.2
2017-10-26,10-Q,44.681,44.09,-1.32,43.398,-2.87
2017-07-27,10-Q,49.7,44.982,-9.49,44.042,-11.38
2017-05-02,10-Q,47.211,46.805,-0.86,46.851,-0.76
2017-02-27,10-K,49.321,49.539,0.44,49.975,1.33
2016-10-27,10-Q,42.219,43.169,2.25,42.639,0.99
2016-07-27,10-Q,43.327,43.561,0.54,43.08,-0.57
2016-04-28,10-Q,40.022,40.357,0.84,40.44,1.05
2016-02-25,10-K,39.784,39.249,-1.35,39.689,-0.24
2015-10-29,10-Q,38.856,38.187,-1.72,36.659,-5.66
2015-07-29,10-Q,33.989,33.864,-0.37,34.658,1.97
2015-04-23,10-Q,32.363,32.19,-0.53,30.941,-4.39
2015-02-25,10-K,34.054,34.33,0.81,34.146,0.27
2014-10-30,10-Q,28.773,29.282,1.77,30.021,4.34
2014-07-22,10-Q,25.098,24.972,-0.5,24.865,-0.93
2014-04-24,10-Q,22.726,23.146,1.85,23.572,3.72
2014-02-26,10-K,20.7,20.952,1.21,21.582,4.26
2013-10-24,10-Q,20.743,20.91,0.81,21.475,3.53
2013-07-24,10-Q,20.24,20.433,0.96,19.949,-1.43
2013-04-25,10-Q,20.201,20.274,0.36,20.6,1.98
2013-02-27,10-K,18.904,18.615,-1.53,18.937,0.18
2012-10-30,10-Q,17.406,17.499,0.53,17.187,-1.26
2012-07-26,10-Q,19.253,19.399,0.76,19.215,-0.2
2012-04-26,10-Q,17.042,17.149,0.63,17.373,1.94
2012-02-16,10-K,15.554,15.612,0.37,15.791,1.52
2011-10-27,10-Q,14.367,14.315,-0.36,14.269,-0.69
2011-07-28,10-Q,13.414,13.45,0.27,13.036,-2.82
2011-04-28,10-Q,13.437,13.533,0.71,13.452,0.11
2011-02-25,10-K,12.389,12.602,1.72,12.577,1.52
2010-10-28,10-Q,12.398,12.437,0.32,12.794,3.2
2010-07-29,10-Q,10.602,10.669,0.64,10.756,1.45
2010-04-28,10-Q,9.946,10.022,0.76,10.041,0.95
2010-02-24,10-K,9.425,9.495,0.74,9.467,0.44
2009-10-29,10-Q,8.399,8.284,-1.36,8.541,1.69
2009-07-31,10-Q,7.872,7.917,0.57,7.953,1.03
2009-05-07,10-Q,7.504,7.535,0.41,7.491,-0.18
2009-02-27,10-K,6.671,6.511,-2.4,6.792,1.81
2008-11-03,10-Q,8.092,8.075,-0.21,7.538,-6.85
2008-08-07,10-Q,8.7,8.725,0.29,8.912,2.44
2008-05-09,10-Q,8.601,8.864,3.06,9.221,7.21
2008-02-28,10-K,9.249,9.169,-0.87,9.273,0.26
2007-11-06,10-Q,9.055,8.936,-1.32,9.044,-0.12
2007-08-07,10-Q,8.498,8.545,0.55,8.204,-3.47
2007-05-07,10-Q,8.41,8.347,-0.75,8.367,-0.51
2007-03-01,10-K,7.618,7.541,-1.02,7.765,1.92
2006-11-09,10-Q,7.231,7.237,0.09,7.473,3.35
2006-08-08,10-Q,7.106,7.094,-0.17,7.165,0.82
2006-05-09,10-Q,6.46,6.36,-1.54,6.278,-2.82
2006-03-10,10-K,6.393,6.431,0.6,6.436,0.67
2005-11-09,10-Q,6.321,6.382,0.96,6.329,0.12
2005-08-05,10-Q,5.619,5.603,-0.27,5.662,0.77
2005-05-06,10-Q,5.557,5.542,-0.27,5.444,-2.04
2005-03-15,10-K,5.469,5.408,-1.12,5.326,-2.61
2004-11-05,10-Q,4.427,4.456,0.67,4.483,1.26
2004-08-06,10-Q,3.763,3.756,-0.19,3.797,0.9
2004-05-10,10-Q,4.367,4.248,-2.71,3.936,-9.87
2004-03-12,10-K,4.321,4.278,-0.99,4.35,0.66
2003-11-13,10-Q,3.895,3.909,0.38,3.884,-0.28
2003-08-13,10-Q,3.082,3.044,-1.24,3.05,-1.02
2003-05-15,10-Q,2.539,2.506,-1.3,3.089,21.67
2003-03-27,10-K,2.506,2.418,-3.51,2.235,-10.81
2002-11-13,10-Q,2.784,2.809,0.89,2.753,-1.1
2002-08-13,10-Q,3.544,3.688,4.07,3.712,4.76
2002-05-13,10-Q,3.953,3.894,-1.49,3.853,-2.51
2001-11-13,10-Q,3.255,3.295,1.23,3.302,1.43
2001-08-14,10-Q,3.041,2.989,-1.71,3.107,2.16
2001-05-11,10-Q,3.503,3.446,-1.62,3.545,1.2
2000-11-14,10-Q,2.287,2.361,3.25,2.473,8.12
2000-08-10,10-Q,1.849,2.027,9.65,2.198,18.86
2000-05-12,10-Q,1.55,1.745,12.6,1.753,13.11
