Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-26,10-Q,14.84,15.17,2.22,N/A,N/A
2023-02-14,10-K,20.41,20.48,0.34,19.94,-2.3
2022-10-26,10-Q,14.76,13.91,-5.76,12.24,-17.07
2022-07-26,10-Q,16.34,16.65,1.9,17.05,4.35
2022-04-26,10-Q,26.56,27.44,3.31,26.17,-1.47
2022-02-11,10-K,18.92,18.47,-2.38,19.09,0.9
2021-10-26,10-Q,25.63,24.8,-3.24,22.68,-11.51
2021-07-28,10-Q,23.56,24.86,5.52,23.7,0.59
2021-04-28,10-Q,18.35,17.39,-5.23,20.2,10.08
2021-02-26,10-K,13.34,13.99,4.87,14.12,5.85
2020-10-23,10-Q,8.67,8.52,-1.73,8.28,-4.5
2020-07-30,10-Q,5.67,5.18,-8.64,5.56,-1.94
2020-05-11,10-Q,4.69,4.39,-6.4,4.4,-6.18
2020-02-20,10-K,7.076,6.978,-1.39,5.64,-20.31
2019-10-23,10-Q,6.606,6.987,5.77,7.163,8.43
2019-07-19,10-Q,10.88,10.793,-0.8,10.495,-3.54
2019-04-25,10-Q,9.317,9.661,3.7,9.441,1.34
2019-02-08,10-K,11.274,11.102,-1.52,10.759,-4.56
2018-10-19,10-Q,10.464,10.738,2.62,9.555,-8.69
2018-07-24,10-Q,10.009,10.227,2.18,10.217,2.08
2018-04-24,10-Q,6.894,7.083,2.75,6.818,-1.1
2018-02-14,10-K,6.932,6.979,0.68,7.121,2.73
2017-10-23,10-Q,6.458,6.61,2.35,5.767,-10.7
2017-07-27,10-Q,6.95,6.723,-3.27,7.036,1.23
2017-04-27,10-Q,6.344,6.363,0.3,5.985,-5.67
2017-02-09,10-K,10.767,10.558,-1.93,10.965,1.85
2016-10-27,10-Q,4.801,5.142,7.1,5.293,10.26
2016-07-28,10-Q,7.661,7.49,-2.22,7.68,0.25
2016-04-28,10-Q,5.104,4.99,-2.23,3.504,-31.35
2016-02-24,10-K,1.761,1.742,-1.08,2.661,51.08
2015-10-29,10-Q,2.528,2.614,3.37,2.68,5.99
2015-07-29,10-Q,2.86,2.509,-12.25,2.509,-12.25
2015-05-06,10-Q,6.221,5.985,-3.81,5.549,-10.81
2015-02-25,10-K,6.401,6.42,0.3,6.363,-0.59
2014-11-07,10-Q,10.43,10.308,-1.16,10.123,-2.94
2014-07-24,10-Q,13.915,14.896,7.05,16.155,16.1
2014-04-25,10-Q,16.509,15.876,-3.83,16.757,1.5
2014-02-14,10-K,21.102,20.847,-1.21,19.572,-7.25
2013-10-25,10-Q,22.646,22.129,-2.28,24.775,9.4
2013-07-26,10-Q,17.752,18.031,1.57,18.535,4.41
2013-04-25,10-Q,18.741,18.044,-3.72,17.149,-8.5
2013-02-12,10-K,32.58,26.066,-19.99,24.413,-25.07
2012-10-25,10-Q,33.393,31.898,-4.48,32.458,-2.8
2012-07-26,10-Q,33.247,33.954,2.13,34.937,5.08
2012-04-26,10-Q,54.771,53.573,-2.19,51.979,-5.1
2012-02-16,10-K,58.636,56.971,-2.84,57.945,-1.18
2011-11-01,10-Q,57.072,59.267,3.85,59.733,4.66
2011-07-28,10-Q,75.569,75.814,0.32,66.571,-11.91
2011-04-29,10-Q,79.105,77.046,-2.6,75.062,-5.11
2011-02-17,10-K,83.881,81.369,-2.99,80.265,-4.31
2010-10-29,10-Q,54.751,55.725,1.78,59.705,9.05
2010-07-29,10-Q,47.077,47.395,0.68,51.635,9.68
2010-04-29,10-Q,53.764,52.26,-2.8,46.802,-12.95
2010-02-18,10-K,42.54,44.796,5.3,46.409,9.1
2009-10-30,10-Q,29.608,29.516,-0.31,30.116,1.71
2009-07-30,10-Q,22.332,22.765,1.94,22.582,1.12
2009-05-01,10-Q,20.984,23.473,11.86,25.738,22.66
2009-02-26,10-K,13.392,12.803,-4.4,10.878,-18.77
2008-10-31,10-Q,22.228,24.822,11.67,20.984,-5.59
2008-07-31,10-Q,89.192,87.176,-2.26,74.655,-16.3
2008-05-06,10-Q,72.347,71.8,-0.76,76.804,6.16
2008-02-29,10-K,49.119,50.127,2.05,46.221,-5.9
2007-11-06,10-Q,36.466,34.593,-5.14,32.134,-11.88
2007-08-03,10-Q,27.84,27.815,-0.09,27.533,-1.1
2007-06-08,10-Q,34.623,32.679,-5.61,33.031,-4.6
2007-05-25,10-K,31.963,31.918,-0.14,36.038,12.75
2006-10-26,10-Q,17.472,17.411,-0.35,16.797,-3.86
2006-07-27,10-Q,13.791,14.322,3.85,14.878,7.88
2006-04-27,10-Q,16.466,17.305,5.1,18.51,12.41
2006-02-21,10-K,18.615,18.571,-0.24,17.398,-6.54
2005-10-27,10-Q,15.65,16.014,2.33,16.904,8.01
2005-07-28,10-Q,14.564,14.598,0.23,15.118,3.8
2005-04-29,10-Q,11.625,11.724,0.84,12.531,7.79
2005-02-22,10-K,13.866,14.219,2.54,15.782,13.82
2004-10-28,10-Q,7.212,7.277,0.9,7.867,9.08
2004-07-29,10-Q,6.29,6.542,4.02,6.547,4.09
2004-04-29,10-Q,4.883,4.729,-3.15,4.378,-10.34
2004-02-13,10-K,5.415,5.545,2.4,5.615,3.69
2003-10-30,10-Q,3.013,2.995,-0.6,3.604,19.62
2003-07-31,10-Q,1.966,2.126,8.12,2.188,11.27
2003-04-24,10-Q,1.719,1.692,-1.57,1.84,7.03
2003-02-05,10-K,2.021,2.005,-0.79,2.021,0.0
2002-10-24,10-Q,1.981,1.986,0.25,2.016,1.76
2002-07-25,10-Q,2.588,2.585,-0.12,2.457,-5.09
2002-04-25,10-Q,2.79,2.725,-2.33,2.798,0.29
2001-10-25,10-Q,1.627,1.657,1.83,1.608,-1.22
2001-07-27,10-Q,1.682,1.659,-1.35,1.633,-2.93
2001-04-26,10-Q,1.869,1.89,1.1,1.849,-1.1
2000-10-26,10-Q,1.953,1.905,-2.45,2.007,2.76
2000-07-27,10-Q,2.313,2.278,-1.53,2.42,4.59
2000-04-20,10-Q,2.244,2.192,-2.33,2.285,1.81
