Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-01,10-Q,117.768,113.351,-3.75,117.669,-0.08
2022-08-02,10-Q,91.935,91.012,-1.0,91.67,-0.29
2022-05-03,10-Q,90.435,94.047,3.99,89.528,-1.0
2022-02-24,10-K,72.68,74.71,2.79,75.521,3.91
2021-11-02,10-Q,62.083,61.161,-1.49,64.475,3.85
2021-08-04,10-Q,51.71,53.717,3.88,56.236,8.75
2021-05-06,10-Q,56.008,56.516,0.91,55.367,-1.14
2021-02-26,10-K,51.449,52.843,2.71,53.992,4.94
2020-11-06,10-Q,28.986,33.474,15.48,34.475,18.94
2020-08-03,10-Q,34.87,34.075,-2.28,33.568,-3.73
2020-05-07,10-Q,27.366,29.366,7.31,27.464,0.36
2020-02-28,10-K,42.16,42.436,0.65,34.807,-17.44
2019-11-04,10-Q,59.312,58.003,-2.21,57.365,-3.28
2019-08-05,10-Q,43.745,42.812,-2.13,40.015,-8.53
2019-05-09,10-Q,45.25,45.412,0.36,45.636,0.85
2019-02-28,10-K,52.982,53.555,1.08,50.274,-5.11
2018-11-05,10-Q,58.69,57.521,-1.99,55.443,-5.53
2018-08-06,10-Q,66.785,67.981,1.79,66.994,0.31
2018-04-30,10-Q,62.293,60.621,-2.68,63.615,2.12
2018-02-28,10-K,53.27,53.877,1.14,56.281,5.65
2017-10-30,10-Q,48.47,49.028,1.15,51.17,5.57
2017-08-03,10-Q,45.516,45.435,-0.18,42.519,-6.58
2017-05-01,10-Q,41.137,41.59,1.1,41.525,0.94
2017-02-24,10-K,40.465,41.056,1.46,41.468,2.48
2016-10-31,10-Q,34.718,33.722,-2.87,33.929,-2.27
2016-08-03,10-Q,32.547,32.081,-1.43,32.365,-0.56
2016-05-02,10-Q,30.187,29.726,-1.53,27.347,-9.41
2016-02-26,10-K,26.776,26.799,0.09,28.998,8.3
2015-11-02,10-Q,40.734,42.05,3.23,41.812,2.65
2015-08-03,10-Q,40.714,39.941,-1.9,40.76,0.11
2015-05-04,10-Q,38.556,38.777,0.57,38.948,1.02
2015-02-27,10-K,39.984,38.758,-3.07,37.505,-6.2
2014-11-03,10-Q,34.529,34.156,-1.08,35.464,2.71
2014-08-04,10-Q,31.656,31.866,0.66,32.638,3.1
2014-05-05,10-Q,35.736,36.064,0.92,34.322,-3.96
2014-02-28,10-K,31.331,31.096,-0.75,33.569,7.14
2013-11-07,10-Q,26.001,26.452,1.73,29.114,11.97
2013-08-08,10-Q,26.601,26.877,1.03,25.934,-2.51
2013-05-09,10-Q,28.664,28.266,-1.39,28.814,0.52
2013-02-28,10-K,30.275,31.053,2.57,32.247,6.52
2012-11-09,10-Q,19.198,19.473,1.43,19.639,2.3
2012-08-08,10-Q,17.753,17.508,-1.37,17.969,1.22
2012-05-09,10-Q,13.62,13.616,-0.03,12.657,-7.07
2012-02-29,10-K,14.81,15.227,2.82,15.167,2.41
2011-11-09,10-Q,13.033,13.272,1.84,11.567,-11.24
2011-08-09,10-Q,12.641,12.298,-2.71,13.681,8.22
2023-02-23,10-K,125.52,124.92,-0.48,129.63,3.27
