Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-18,10-Q,154.024,153.105,-0.6,158.203,2.71
2022-08-31,10-Q,150.831,139.269,-7.67,139.84,-7.29
2022-05-27,10-Q,187.934,186.546,-0.74,187.685,-0.13
2022-03-18,10-K,264.283,267.09,1.06,276.661,4.68
2021-11-22,10-Q,319.168,317.071,-0.66,326.359,2.25
2021-08-20,10-Q,207.868,219.272,5.49,226.043,8.74
2021-05-26,10-Q,156.744,154.627,-1.35,169.421,8.09
2021-02-26,10-K,136.874,138.144,0.93,124.369,-9.14
2020-11-18,10-Q,133.983,134.097,0.09,132.047,-1.44
2020-08-19,10-Q,121.073,121.098,0.02,127.402,5.23
2020-05-21,10-Q,87.487,89.99,2.86,88.487,1.14
2020-02-20,10-K,76.896,73.251,-4.74,62.959,-18.12
2019-11-14,10-Q,52.219,50.825,-2.67,52.316,0.19
2019-08-15,10-Q,36.994,39.677,7.25,42.641,15.27
2019-05-16,10-Q,39.788,38.879,-2.28,36.592,-8.03
2019-02-21,10-K,38.651,39.499,2.2,38.315,-0.87
2018-11-15,10-Q,50.168,40.759,-18.76,35.942,-28.36
2018-08-16,10-Q,63.779,60.652,-4.9,66.108,3.65
2018-05-22,10-Q,60.09,61.326,2.06,62.676,4.3
2018-02-28,10-K,59.917,57.493,-4.05,59.877,-0.07
2017-11-21,10-Q,53.421,53.181,-0.45,48.601,-9.02
2017-08-23,10-Q,40.996,40.846,-0.37,40.967,-0.07
2017-05-23,10-Q,33.853,34.233,1.12,35.661,5.34
2017-03-01,10-K,25.367,24.432,-3.69,24.323,-4.12
2016-11-22,10-Q,23.048,23.161,0.49,22.725,-1.4
2016-08-23,10-Q,15.483,15.244,-1.54,15.168,-2.03
2016-05-25,10-Q,11.096,11.214,1.06,11.58,4.36
2016-03-17,10-K,8.041,8.284,3.02,8.448,5.06
2015-11-18,10-Q,7.575,7.597,0.29,7.6,0.32
2015-08-19,10-Q,5.591,5.389,-3.61,5.304,-5.13
2015-05-20,10-Q,5.096,5.059,-0.71,5.362,5.23
2015-03-12,10-K,5.465,5.472,0.13,5.598,2.43
2014-11-19,10-Q,4.805,4.885,1.65,5.024,4.55
2014-08-20,10-Q,4.603,4.56,-0.94,4.599,-0.1
2014-05-21,10-Q,4.343,4.362,0.44,4.512,3.89
2014-03-13,10-K,4.204,4.223,0.45,4.401,4.68
2013-11-19,10-Q,3.643,3.588,-1.49,3.69,1.3
2013-08-21,10-Q,3.492,3.51,0.54,3.473,-0.54
2013-05-22,10-Q,3.362,3.416,1.6,3.416,1.6
2013-03-12,10-K,2.959,2.959,0.0,2.897,-2.12
2012-11-19,10-Q,2.684,2.653,-1.16,2.807,4.6
2012-08-22,10-Q,3.358,3.283,-2.25,3.285,-2.19
2012-05-23,10-Q,2.854,2.778,-2.65,2.851,-0.08
2012-03-13,10-K,3.393,3.296,-2.84,3.303,-2.64
2011-11-22,10-Q,3.459,3.313,-4.24,3.586,3.65
2011-08-25,10-Q,2.863,2.984,4.25,3.046,6.41
2011-05-27,10-Q,4.473,4.597,2.77,4.145,-7.33
2011-03-16,10-K,4.021,4.097,1.88,4.086,1.6
2010-12-07,10-Q,3.436,3.466,0.87,3.347,-2.6
2010-08-30,10-Q,2.211,2.14,-3.22,2.292,3.63
2010-05-21,10-Q,2.92,2.835,-2.91,3.014,3.22
2010-03-18,10-K,4.005,3.957,-1.2,3.978,-0.69
2009-11-19,10-Q,2.978,2.959,-0.62,2.934,-1.46
2009-08-20,10-Q,3.143,3.196,1.68,3.214,2.26
2009-05-20,10-Q,2.232,2.218,-0.62,2.411,8.02
2009-03-13,10-K,2.248,2.161,-3.88,2.186,-2.76
2008-12-02,10-Q,1.654,1.739,5.13,1.792,8.32
2008-08-21,10-Q,3.124,3.122,-0.07,3.014,-3.52
2008-05-22,10-Q,5.425,5.301,-2.28,5.666,4.44
2008-03-21,10-K,4.595,4.661,1.45,4.54,-1.2
2007-11-21,10-Q,6.815,6.932,1.72,7.598,11.48
2007-08-22,10-Q,7.403,7.341,-0.85,7.488,1.14
2007-05-24,10-Q,5.068,5.148,1.57,5.334,5.25
2007-03-16,10-K,4.336,4.357,0.49,4.632,6.84
2006-12-07,10-Q,5.455,5.437,-0.34,5.636,3.31
2006-11-29,10-Q,5.582,5.657,1.34,5.59,0.14
