Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-03,10-Q,97.423,97.867,0.46,100.521,3.18
2022-08-05,10-Q,85.546,86.602,1.24,89.078,4.13
2022-05-05,10-Q,85.434,85.802,0.43,88.171,3.2
2022-02-25,10-K,73.433,73.683,0.34,74.885,1.98
2021-11-05,10-Q,77.784,78.804,1.31,80.062,2.93
2021-08-09,10-Q,71.152,71.029,-0.17,73.617,3.47
2021-05-05,10-Q,69.441,69.513,0.1,69.709,0.39
2021-02-25,10-K,66.108,64.336,-2.68,63.937,-3.28
2020-11-05,10-Q,70.723,70.635,-0.12,70.196,-0.75
2020-08-05,10-Q,71.242,70.727,-0.72,72.15,1.27
2020-05-06,10-Q,66.767,65.451,-1.97,67.434,1.0
2020-02-26,10-K,68.641,67.044,-2.33,71.243,3.79
2019-11-05,10-Q,70.715,70.997,0.4,71.739,1.45
2019-08-06,10-Q,71.46,71.375,-0.12,72.926,2.05
2019-05-08,10-Q,65.793,65.92,0.19,65.263,-0.81
2019-02-27,10-K,67.39,67.95,0.83,67.507,0.17
2018-11-06,10-Q,60.853,62.322,2.41,61.932,1.77
2018-08-07,10-Q,54.892,54.982,0.17,54.793,-0.18
2018-05-08,10-Q,46.437,47.41,2.1,48.433,4.3
2018-02-27,10-K,44.38,43.974,-0.91,44.039,-0.77
2017-11-07,10-Q,44.705,45.501,1.78,44.222,-1.08
2017-08-08,10-Q,49.757,49.893,0.27,49.901,0.29
2017-05-09,10-Q,50.163,50.678,1.03,50.559,0.79
2017-02-28,10-K,51.834,52.101,0.52,51.905,0.14
2016-11-07,10-Q,46.894,47.253,0.77,49.612,5.8
2016-08-08,10-Q,48.731,48.444,-0.59,49.088,0.73
2016-05-09,10-Q,41.601,42.047,1.07,42.023,1.02
2016-02-26,10-K,38.602,38.274,-0.85,39.7,2.84
2015-11-05,10-Q,41.604,41.272,-0.8,40.078,-3.67
2015-08-06,10-Q,43.782,43.437,-0.79,44.194,0.94
2015-05-07,10-Q,44.842,45.169,0.73,44.455,-0.86
2015-02-27,10-K,43.184,43.213,0.07,41.93,-2.9
2014-11-10,10-Q,43.057,43.467,0.95,43.533,1.11
2014-08-07,10-Q,40.442,41.103,1.64,42.724,5.64
2014-05-08,10-Q,39.555,39.829,0.69,40.319,1.93
2014-02-27,10-K,40.558,40.794,0.58,40.988,1.06
2013-11-07,10-Q,32.504,33.199,2.14,33.923,4.36
2013-08-07,10-Q,34.133,34.077,-0.16,34.147,0.04
2013-05-09,10-Q,31.691,32.011,1.01,32.304,1.93
2013-02-28,10-K,29.484,29.415,-0.23,29.856,1.26
2012-11-09,10-Q,30.106,30.085,-0.07,29.436,-2.22
2012-08-07,10-Q,29.788,29.828,0.14,30.065,0.93
2012-05-08,10-Q,25.87,25.508,-1.4,25.274,-2.3
2012-02-28,10-K,25.419,25.28,-0.55,24.796,-2.45
2011-11-08,10-Q,22.559,22.114,-1.97,23.383,3.66
2011-08-08,10-Q,19.361,20.189,4.28,20.777,7.31
2011-05-09,10-Q,23.338,23.523,0.79,23.862,2.25
2011-02-28,10-K,20.596,20.526,-0.34,20.76,0.8
2010-11-08,10-Q,22.286,21.93,-1.6,21.611,-3.03
2010-08-06,10-Q,21.659,21.894,1.09,21.671,0.06
2010-05-07,10-Q,20.509,20.974,2.27,20.135,-1.82
2010-03-01,10-K,22.587,22.66,0.32,22.636,0.21
2009-10-29,10-Q,18.783,18.555,-1.21,19.623,4.47
2009-07-24,10-Q,18.369,18.239,-0.71,17.788,-3.16
2009-05-01,10-Q,14.205,14.392,1.32,14.509,2.14
2009-02-27,10-K,13.914,13.477,-3.14,13.293,-4.46
