Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-03,10-Q,133.734,137.455,2.78,137.532,2.84
2022-08-04,10-Q,94.73,101.553,7.2,107.751,13.74
2022-05-05,10-Q,114.666,122.842,7.13,111.963,-2.36
2022-02-24,10-K,100.804,98.222,-2.56,106.471,5.62
2021-11-04,10-Q,80.741,84.489,4.64,84.311,4.42
2021-08-04,10-Q,62.547,62.547,0.0,61.415,-1.81
2021-05-06,10-Q,66.857,72.172,7.95,69.115,3.38
2021-02-25,10-K,60.965,55.758,-8.54,61.691,1.19
2020-11-05,10-Q,30.555,29.68,-2.87,34.753,13.74
2020-08-06,10-Q,43.243,41.476,-4.09,40.295,-6.82
2020-05-07,10-Q,40.727,43.374,6.5,40.095,-1.55
2020-02-27,10-K,50.133,52.857,5.43,51.695,3.12
2019-11-06,10-Q,59.476,62.241,4.65,60.467,1.67
2019-08-01,10-Q,67.232,68.385,1.71,66.643,-0.88
2019-05-02,10-Q,73.709,75.139,1.94,77.9,5.69
2019-02-26,10-K,77.465,78.397,1.2,78.777,1.69
2018-11-01,10-Q,87.976,84.239,-4.25,86.297,-1.91
2018-08-02,10-Q,103.46,100.568,-2.8,100.486,-2.87
2018-05-03,10-Q,95.17,94.063,-1.16,97.582,2.53
2018-02-27,10-K,87.582,83.061,-5.16,82.726,-5.55
2017-11-02,10-Q,84.192,85.46,1.51,85.688,1.78
2017-08-01,10-Q,77.115,75.368,-2.27,74.412,-3.5
2017-05-08,10-Q,74.714,74.674,-0.05,77.192,3.32
2017-02-27,10-K,79.647,78.898,-0.94,81.404,2.21
2016-11-03,10-Q,74.784,74.557,-0.3,75.231,0.6
2016-08-04,10-Q,68.298,73.097,7.03,73.195,7.17
2016-05-05,10-Q,65.752,63.664,-3.18,65.137,-0.94
2016-02-25,10-K,55.307,54.499,-1.46,55.912,1.09
2015-11-05,10-Q,69.629,68.663,-1.39,65.78,-5.53
2015-08-06,10-Q,62.428,59.278,-5.05,64.035,2.57
2015-05-04,10-Q,79.718,75.828,-4.88,73.478,-7.83
2015-02-18,10-K,76.31,75.101,-1.58,74.484,-2.39
2014-11-04,10-Q,72.14,76.79,6.45,78.908,9.38
2014-08-05,10-Q,86.629,85.042,-1.83,85.082,-1.79
2014-05-06,10-Q,82.552,83.476,1.12,83.779,1.49
2014-02-24,10-K,71.763,73.195,2.0,75.299,4.93
2013-11-06,10-Q,70.188,68.178,-2.86,67.335,-4.06
2013-08-06,10-Q,60.819,62.01,1.96,62.812,3.28
2013-05-06,10-Q,49.965,53.791,7.66,52.986,6.05
2013-02-22,10-K,49.615,48.202,-2.85,48.689,-1.87
2012-11-05,10-Q,46.175,48.219,4.43,45.365,-1.76
2012-08-02,10-Q,37.937,42.133,11.06,43.183,13.83
2012-05-08,10-Q,40.967,41.404,1.07,39.084,-4.6
2012-02-24,10-K,46.232,45.473,-1.64,44.797,-3.11
2011-11-01,10-Q,33.724,37.714,11.83,40.019,18.67
2011-08-04,10-Q,36.107,37.592,4.11,36.503,1.1
