Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-29,10-Q,79.864,79.754,-0.14,79.067,-1.0
2022-08-26,10-Q,62.399,62.627,0.37,63.024,1.0
2022-05-27,10-Q,63.784,62.777,-1.58,60.96,-4.43
2022-03-30,10-K,60.905,59.51,-2.29,59.461,-2.37
2021-11-30,10-Q,67.923,66.563,-2.0,72.543,6.8
2021-08-27,10-Q,71.805,70.986,-1.14,69.299,-3.49
2021-05-28,10-Q,65.617,65.277,-0.52,63.46,-3.29
2021-03-31,10-K,64.034,63.87,-0.26,66.822,4.35
2020-12-01,10-Q,62.568,62.684,0.18,63.089,0.83
2020-08-28,10-Q,53.127,52.838,-0.54,53.214,0.16
2020-05-21,10-Q,52.365,51.507,-1.64,50.88,-2.84
2020-03-27,10-K,45.133,45.856,1.6,39.501,-12.48
2019-12-03,10-Q,57.169,57.534,0.64,57.88,1.24
2019-08-30,10-Q,52.608,51.938,-1.27,54.35,3.31
2019-05-31,10-Q,47.923,47.541,-0.8,49.476,3.24
2019-04-03,10-K,50.445,51.47,2.03,51.65,2.39
2018-12-04,10-Q,44.577,43.906,-1.51,43.566,-2.27
2018-08-31,10-Q,51.774,52.466,1.34,52.17,0.76
2018-06-01,10-Q,42.406,43.592,2.8,44.526,5.0
2018-04-04,10-K,39.201,39.664,1.18,38.305,-2.29
2017-11-28,10-Q,33.776,34.766,2.93,35.148,4.06
2017-08-25,10-Q,33.168,33.228,0.18,33.496,0.99
2017-05-26,10-Q,34.799,34.486,-0.9,34.569,-0.66
2017-03-28,10-K,36.12,36.565,1.23,35.202,-2.54
2016-11-30,10-Q,35.826,35.52,-0.86,35.757,-0.19
2016-08-26,10-Q,35.859,35.804,-0.15,35.398,-1.28
2016-05-27,10-Q,34.818,34.577,-0.69,34.522,-0.85
2016-03-29,10-K,35.593,35.62,0.08,35.181,-1.16
2015-12-01,10-Q,31.945,31.922,-0.07,32.193,0.78
2015-08-28,10-Q,31.826,31.646,-0.57,31.844,0.06
2015-05-29,10-Q,28.886,29.204,1.1,29.447,1.94
2015-03-31,10-K,31.331,30.839,-1.57,31.009,-1.03
2014-12-02,10-Q,29.104,29.381,0.95,29.184,0.28
2014-08-29,10-Q,26.52,26.889,1.39,26.929,1.54
2014-05-30,10-Q,24.146,24.004,-0.59,25.02,3.62
