Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-27,10-Q,365.64,369.45,1.04,N/A,N/A
2023-02-28,10-K,347.069,348.743,0.48,352.818,1.66
2022-10-27,10-Q,291.149,299.628,2.91,295.458,1.48
2022-07-28,10-Q,293.574,298.586,1.71,298.824,1.79
2022-05-02,10-Q,308.615,309.324,0.23,295.789,-4.16
2022-02-28,10-K,287.71,277.231,-3.64,265.879,-7.59
2021-10-29,10-Q,312.137,315.824,1.18,324.644,4.01
2021-07-30,10-Q,299.573,292.586,-2.33,298.092,-0.49
2021-05-06,10-Q,287.85,290.307,0.85,289.355,0.52
2021-03-01,10-K,243.189,245.626,1.0,246.362,1.3
2020-11-05,10-Q,240.618,241.158,0.22,245.734,2.13
2020-07-31,10-Q,235.253,234.485,-0.33,235.445,0.08
2020-05-07,10-Q,176.527,179.985,1.96,171.234,-3.0
2020-03-02,10-K,188.402,185.778,-1.39,165.388,-12.22
2019-11-12,10-Q,194.808,196.758,1.0,196.389,0.81
2019-08-09,10-Q,180.904,181.121,0.12,177.908,-1.66
2019-05-10,10-Q,170.306,169.453,-0.5,177.256,4.08
2019-03-18,10-K,163.704,162.794,-0.56,159.437,-2.61
2018-11-09,10-Q,149.908,147.773,-1.42,146.715,-2.13
2018-03-23,10-K,130.955,134.225,2.5,130.541,-0.32
2017-10-30,10-Q,134.031,132.822,-0.9,134.049,0.01
