Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-07,10-Q,273.284,275.252,0.72,269.191,-1.5
2022-08-04,10-Q,256.29,254.903,-0.54,254.952,-0.52
2022-05-02,10-Q,241.187,240.434,-0.31,242.018,0.34
2022-02-24,10-K,238.287,242.585,1.8,231.417,-2.88
2021-11-02,10-Q,241.044,242.166,0.47,244.342,1.37
2021-08-04,10-Q,225.87,227.399,0.68,226.562,0.31
2021-05-05,10-Q,224.83,224.658,-0.08,218.039,-3.02
2021-02-23,10-K,200.904,202.758,0.92,199.606,-0.65
2020-11-09,10-Q,201.513,201.608,0.05,204.83,1.65
2020-08-10,10-Q,191.791,192.617,0.43,196.066,2.23
2020-05-07,10-Q,169.053,169.155,0.06,163.723,-3.15
2020-02-26,10-K,194.882,186.442,-4.33,193.227,-0.85
2019-11-04,10-Q,173.881,177.125,1.87,177.549,2.11
2019-08-06,10-Q,196.272,198.793,1.28,201.452,2.64
2019-05-08,10-Q,180.5,180.226,-0.15,181.448,0.53
2019-02-22,10-K,165.899,165.392,-0.31,168.669,1.67
2018-11-01,10-Q,157.42,159.103,1.07,166.962,6.06
2018-08-02,10-Q,139.026,139.742,0.51,142.506,2.5
2018-05-08,10-Q,146.469,145.998,-0.32,144.949,-1.04
2018-02-23,10-K,144.038,144.497,0.32,131.801,-8.5
2017-11-02,10-Q,147.61,148.092,0.33,146.644,-0.65
2017-08-08,10-Q,135.234,135.234,0.0,137.591,1.74
2017-05-08,10-Q,125.127,125.231,0.08,126.896,1.41
2017-03-01,10-K,111.949,111.238,-0.64,111.117,-0.74
2016-11-04,10-Q,94.884,96.405,1.6,97.602,2.86
2016-08-04,10-Q,100.308,101.08,0.77,101.224,0.91
2016-05-06,10-Q,109.913,110.123,0.19,108.44,-1.34
2016-02-25,10-K,98.886,98.533,-0.36,98.221,-0.67
2015-11-04,10-Q,93.168,93.541,0.4,94.37,1.29
2015-08-05,10-Q,82.002,81.632,-0.45,80.753,-1.52
2015-05-07,10-Q,78.835,80.016,1.5,79.593,0.96
2015-02-24,10-K,76.703,79.674,3.87,81.246,5.92
2014-11-03,10-Q,74.934,75.622,0.92,76.134,1.6
2014-08-04,10-Q,74.848,74.15,-0.93,74.229,-0.83
2014-05-06,10-Q,79.477,80.272,1.0,81.508,2.56
2014-02-24,10-K,75.332,75.426,0.12,74.257,-1.43
2013-10-30,10-Q,74.347,74.726,0.51,75.794,1.95
2013-07-31,10-Q,75.325,76.032,0.94,75.517,0.25
2013-05-01,10-Q,77.254,77.773,0.67,76.927,-0.42
2013-02-25,10-K,72.675,72.736,0.08,72.446,-0.32
2012-11-01,10-Q,65.031,65.076,0.07,63.78,-1.92
2012-08-06,10-Q,66.671,66.166,-0.76,65.341,-2.0
2012-05-08,10-Q,69.0,67.805,-1.73,67.127,-2.72
2012-02-24,10-K,73.478,73.507,0.04,73.389,-0.12
2011-11-04,10-Q,68.197,68.785,0.86,68.887,1.01
2011-08-05,10-Q,61.435,59.29,-3.49,62.46,1.67
2011-05-06,10-Q,56.407,56.844,0.78,57.869,2.59
2011-02-25,10-K,53.354,54.243,1.67,54.493,2.14
2010-11-05,10-Q,55.938,55.945,0.01,55.621,-0.57
2010-08-05,10-Q,49.326,50.229,1.83,50.453,2.29
2010-05-06,10-Q,48.2,47.221,-2.03,48.95,1.56
2010-02-26,10-K,44.333,44.423,0.2,44.208,-0.28
2009-11-05,10-Q,41.966,42.13,0.39,42.437,1.12
2009-08-06,10-Q,37.106,37.35,0.66,37.742,1.71
2009-05-05,10-Q,35.675,36.03,1.0,36.218,1.52
2009-02-25,10-K,36.097,35.03,-2.96,35.668,-1.19
2008-11-06,10-Q,35.701,36.557,2.4,37.071,3.84
2008-08-06,10-Q,40.706,40.522,-0.45,41.125,1.03
2008-05-06,10-Q,39.369,38.646,-1.84,39.811,1.12
2008-02-25,10-K,36.232,36.49,0.71,34.598,-4.51
2007-11-02,10-Q,37.174,37.583,1.1,36.727,-1.2
2007-08-06,10-Q,31.153,31.323,0.55,30.68,-1.52
2007-05-04,10-Q,31.442,31.178,-0.84,31.902,1.46
2007-02-26,10-K,28.847,28.003,-2.93,27.027,-6.31
2006-11-03,10-Q,25.356,25.719,1.43,25.805,1.77
2006-08-04,10-Q,21.772,21.846,0.34,21.329,-2.03
2006-05-09,10-Q,22.03,22.11,0.36,21.335,-3.15
2006-02-27,10-K,21.673,21.464,-0.96,21.317,-1.65
2005-11-04,10-Q,20.141,20.304,0.81,20.782,3.18
2005-08-05,10-Q,18.858,19.364,2.68,20.033,6.23
2005-05-06,10-Q,17.701,18.147,2.52,17.864,0.92
2005-03-04,10-K,20.46,20.611,0.74,19.635,-4.03
2004-11-05,10-Q,17.781,17.864,0.47,18.376,3.35
2004-08-06,10-Q,15.58,15.474,-0.68,15.267,-2.01
2004-05-06,10-Q,16.13,15.799,-2.05,15.432,-4.33
2004-03-05,10-K,17.657,17.337,-1.81,17.16,-2.81
2003-11-07,10-Q,15.149,15.144,-0.04,15.19,0.27
2003-08-08,10-Q,13.915,13.839,-0.54,13.385,-3.81
2003-05-13,10-Q,10.641,10.81,1.59,9.872,-7.22
2003-03-12,10-K,7.211,7.455,3.39,8.486,17.69
2002-11-12,10-Q,9.817,9.989,1.75,10.391,5.84
2002-08-13,10-Q,13.017,13.212,1.5,13.999,7.55
2002-05-10,10-Q,17.124,17.469,2.01,17.239,0.67
2001-11-09,10-Q,15.14,15.243,0.68,16.09,6.27
2001-08-10,10-Q,16.0,15.96,-0.25,17.088,6.8
2001-05-10,10-Q,15.328,15.801,3.08,16.234,5.91
2000-11-08,10-Q,17.897,17.967,0.4,18.975,6.03
2000-08-11,10-Q,18.922,18.852,-0.37,17.861,-5.61
2000-05-08,10-Q,20.266,20.938,3.32,21.61,6.63
2000-03-28,10-K,19.877,20.832,4.8,21.805,9.7
2023-02-24,10-K,262.166,263.26,0.42,269.07,2.63
