Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-08,10-Q,65.378,65.368,-0.02,68.72,5.11
2022-08-09,10-Q,80.63,81.264,0.79,78.68,-2.42
2022-05-10,10-Q,83.114,84.267,1.39,86.853,4.5
2022-02-16,10-K,80.676,78.993,-2.09,78.877,-2.23
2021-11-05,10-Q,80.778,80.931,0.19,81.685,1.12
2021-07-30,10-Q,82.341,81.782,-0.68,80.749,-1.93
2021-04-29,10-Q,71.533,70.546,-1.38,69.117,-3.38
2021-02-10,10-K,60.503,61.901,2.31,63.522,4.99
2020-10-29,10-Q,50.346,49.553,-1.57,52.392,4.06
2020-08-06,10-Q,51.428,52.13,1.37,51.045,-0.74
2020-05-07,10-Q,37.716,40.006,6.07,36.225,-3.95
2020-02-14,10-K,79.416,79.878,0.58,77.793,-2.04
2019-10-30,10-Q,79.588,79.79,0.25,74.67,-6.18
2019-08-01,10-Q,72.911,73.834,1.27,76.578,5.03
2019-04-30,10-Q,64.194,64.487,0.46,64.927,1.14
2019-02-25,10-K,64.083,64.212,0.2,64.22,0.22
2018-10-30,10-Q,58.421,55.546,-4.92,58.11,-0.53
2018-08-02,10-Q,52.389,53.343,1.82,53.352,1.84
2018-05-04,10-Q,45.871,46.203,0.72,46.65,1.7
2018-02-28,10-K,42.866,42.989,0.29,44.066,2.8
2017-11-07,10-Q,55.125,55.254,0.23,54.723,-0.73
2017-07-28,10-Q,57.286,57.537,0.44,56.992,-0.51
2017-05-05,10-Q,54.722,54.659,-0.11,56.329,2.94
2017-02-22,10-K,52.415,53.305,1.7,53.793,2.63
2016-11-02,10-Q,50.684,49.756,-1.83,47.945,-5.4
2016-08-02,10-Q,58.02,57.767,-0.44,59.017,1.72
2016-05-05,10-Q,54.344,54.866,0.96,53.762,-1.07
2016-02-18,10-K,43.251,43.634,0.89,46.192,6.8
2015-10-30,10-Q,46.568,47.279,1.53,44.368,-4.72
2015-08-04,10-Q,49.085,48.617,-0.95,48.679,-0.83
2015-05-08,10-Q,51.178,50.171,-1.97,51.355,0.35
2015-02-20,10-K,54.716,55.165,0.82,54.057,-1.2
2014-11-04,10-Q,49.567,49.115,-0.91,49.16,-0.82
2014-08-01,10-Q,43.768,43.849,0.19,43.302,-1.06
2014-05-08,10-Q,43.585,43.639,0.12,43.748,0.37
2014-02-21,10-K,38.001,38.838,2.2,39.313,3.45
2013-11-05,10-Q,40.974,41.248,0.67,39.357,-3.95
2013-08-06,10-Q,41.235,40.903,-0.81,40.459,-1.88
2013-05-07,10-Q,48.706,47.76,-1.94,48.951,0.5
2013-02-26,10-K,40.365,40.811,1.11,41.799,3.55
2012-11-07,10-Q,37.316,36.939,-1.01,37.046,-0.73
2012-08-06,10-Q,37.691,36.826,-2.29,37.007,-1.82
2012-05-10,10-Q,34.563,34.588,0.07,33.322,-3.59
2012-02-17,10-K,33.641,32.871,-2.29,33.186,-1.35
2011-11-03,10-Q,31.299,29.937,-4.35,29.667,-5.21
2011-08-09,10-Q,26.521,25.635,-3.34,28.222,6.41
2011-05-10,10-Q,29.843,29.843,0.0,29.75,-0.31
2011-02-25,10-K,29.185,29.965,2.67,29.512,1.12
2010-11-08,10-Q,28.556,27.192,-4.78,26.468,-7.31
2010-08-06,10-Q,25.386,25.447,0.24,24.956,-1.69
2010-05-10,10-Q,23.576,23.587,0.05,23.131,-1.89
2010-02-26,10-K,22.921,23.105,0.8,23.354,1.89
2009-11-05,10-Q,22.844,22.439,-1.77,22.817,-0.12
2009-08-06,10-Q,21.692,22.593,4.16,21.267,-1.96
2009-05-07,10-Q,16.535,17.8,7.65,17.175,3.87
2009-03-02,10-K,14.582,14.876,2.01,14.097,-3.33
2008-11-05,10-Q,19.855,19.165,-3.48,17.601,-11.35
2008-08-06,10-Q,24.756,24.463,-1.18,25.767,4.08
2008-05-09,10-Q,23.319,24.055,3.16,23.54,0.95
2008-02-28,10-K,19.674,19.546,-0.65,19.004,-3.4
2007-11-07,10-Q,19.433,20.439,5.18,20.659,6.31
2007-08-09,10-Q,17.277,17.014,-1.52,16.751,-3.04
2007-05-10,10-Q,20.352,20.298,-0.27,19.325,-5.05
2007-03-01,10-K,19.985,19.61,-1.87,19.789,-0.98
2006-10-20,10-Q,18.102,18.093,-0.05,18.008,-0.52
2006-07-28,10-Q,15.678,15.661,-0.11,16.202,3.34
2006-05-10,10-Q,14.67,14.458,-1.45,14.33,-2.32
2006-03-10,10-K,15.312,15.233,-0.52,15.989,4.42
2005-10-21,10-Q,14.332,14.808,3.32,14.541,1.46
2005-07-22,10-Q,15.174,15.21,0.24,15.772,3.94
2005-05-10,10-Q,13.416,13.336,-0.59,13.614,1.48
2005-03-16,10-K,13.057,13.112,0.42,12.442,-4.71
2004-10-26,10-Q,13.632,13.85,1.6,13.59,-0.31
2004-07-23,10-Q,12.008,11.827,-1.51,12.152,1.2
2004-05-10,10-Q,10.718,10.895,1.66,11.043,3.03
2004-03-12,10-K,13.999,13.679,-2.28,14.09,0.65
2003-10-24,10-Q,11.414,11.604,1.66,11.849,3.81
2003-07-21,10-Q,10.652,10.735,0.78,10.928,2.59
2003-05-07,10-Q,9.949,9.98,0.31,10.069,1.21
2003-03-10,10-K,8.628,8.695,0.78,9.03,4.66
2002-11-07,10-Q,9.261,9.271,0.11,9.228,-0.36
2002-08-14,10-Q,9.249,9.184,-0.7,9.168,-0.87
2002-05-07,10-Q,9.138,9.024,-1.25,8.745,-4.3
2001-10-30,10-Q,7.641,7.786,1.91,7.953,4.1
2001-07-30,10-Q,7.261,7.305,0.61,7.347,1.19
2001-05-14,10-Q,6.382,6.469,1.36,6.6,3.41
2001-03-26,10-K,5.829,5.871,0.73,6.055,3.88
2000-10-31,10-Q,4.853,4.802,-1.06,4.682,-3.53
2000-08-14,10-Q,5.024,4.924,-1.98,4.941,-1.65
2000-05-15,10-Q,4.269,4.237,-0.75,4.173,-2.26
2000-03-20,10-K,3.808,3.855,1.22,3.716,-2.44
2023-02-21,10-K,76.194,75.004,-1.56,74.12,-2.72
