Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-02,10-Q,161.631,161.071,-0.35,161.071,-0.35
2022-08-03,10-Q,188.542,189.614,0.57,197.266,4.63
2022-05-04,10-Q,177.64,173.765,-2.18,171.513,-3.45
2022-02-22,10-K,201.967,197.627,-2.15,198.69,-1.62
2021-11-04,10-Q,201.195,198.808,-1.19,203.649,1.22
2021-08-06,10-Q,182.927,181.389,-0.84,184.238,0.72
2021-05-05,10-Q,202.775,203.021,0.12,199.164,-1.78
2021-02-22,10-K,152.752,152.006,-0.49,152.63,-0.08
2020-11-02,10-Q,148.958,152.627,2.46,152.384,2.3
2020-08-04,10-Q,134.257,134.591,0.25,144.582,7.69
2020-05-08,10-Q,87.061,86.216,-0.97,83.572,-4.01
2020-02-20,10-K,96.797,93.579,-3.32,82.847,-14.41
2019-10-29,10-Q,105.456,105.429,-0.03,109.497,3.83
2019-07-30,10-Q,107.161,106.857,-0.28,102.859,-4.01
2019-04-30,10-Q,94.106,92.688,-1.51,90.447,-3.89
2019-02-21,10-K,98.153,96.923,-1.25,97.632,-0.53
2018-10-30,10-Q,93.259,92.797,-0.49,94.635,1.48
2018-08-02,10-Q,102.526,103.001,0.46,104.488,1.91
2018-05-03,10-Q,94.186,95.473,1.37,97.771,3.81
2018-02-21,10-K,89.803,90.129,0.36,89.554,-0.28
2017-11-02,10-Q,98.666,97.476,-1.21,95.019,-3.7
2017-08-03,10-Q,93.454,93.899,0.48,93.643,0.2
2017-05-04,10-Q,89.0,89.316,0.35,87.278,-1.93
2017-02-21,10-K,89.557,87.811,-1.95,87.928,-1.82
2016-11-03,10-Q,88.06,87.617,-0.5,93.487,6.16
2016-08-05,10-Q,88.506,88.645,0.16,90.051,1.75
2016-05-10,10-Q,83.683,82.714,-1.16,82.242,-1.72
2016-02-25,10-K,78.895,78.669,-0.29,80.429,1.94
2015-11-05,10-Q,82.902,83.506,0.73,82.178,-0.87
2015-08-07,10-Q,80.662,81.681,1.26,81.709,1.3
2015-05-07,10-Q,78.11,78.675,0.72,79.502,1.78
2015-02-27,10-K,79.749,79.906,0.2,78.879,-1.09
2014-11-06,10-Q,83.768,83.799,0.04,83.898,0.16
2014-08-06,10-Q,73.538,73.016,-0.71,74.222,0.93
2014-05-08,10-Q,75.543,76.131,0.78,77.172,2.16
2014-02-28,10-K,73.086,73.094,0.01,74.956,2.56
2013-11-05,10-Q,75.538,74.634,-1.2,75.176,-0.48
2013-08-02,10-Q,65.745,65.7,-0.07,65.663,-0.13
