Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-02,10-Q,212.369,217.041,2.2,223.258,5.13
2022-08-03,10-Q,179.816,180.573,0.42,187.535,4.29
2022-05-04,10-Q,217.359,210.856,-2.99,200.387,-7.81
2022-02-16,10-K,197.905,189.256,-4.37,179.489,-9.31
2021-11-03,10-Q,196.863,196.901,0.02,199.88,1.53
2021-08-04,10-Q,196.715,199.283,1.31,213.2,8.38
2021-05-05,10-Q,227.58,226.805,-0.34,227.044,-0.24
2021-02-17,10-K,192.67,190.403,-1.18,211.88,9.97
2020-11-04,10-Q,147.058,154.504,5.06,160.539,9.17
2020-08-05,10-Q,127.088,126.542,-0.43,134.245,5.63
2020-05-06,10-Q,100.629,100.274,-0.35,97.648,-2.96
2020-02-19,10-K,126.746,126.811,0.05,118.773,-6.29
2019-10-31,10-Q,126.728,132.88,4.85,135.198,6.68
2019-08-01,10-Q,115.693,113.64,-1.77,111.341,-3.76
2019-05-06,10-Q,123.838,121.04,-2.26,113.461,-8.38
2019-02-14,10-K,119.365,122.588,2.7,124.82,4.57
2018-10-31,10-Q,108.497,111.52,2.79,120.82,11.36
2018-08-07,10-Q,126.524,124.152,-1.88,119.895,-5.24
2018-05-02,10-Q,127.061,126.99,-0.06,134.789,6.08
2018-02-15,10-K,140.59,137.348,-2.31,142.726,1.52
2017-11-01,10-Q,119.218,119.376,0.13,120.093,0.73
2017-08-02,10-Q,98.338,98.746,0.42,99.425,1.11
2017-05-03,10-Q,87.662,85.805,-2.12,86.643,-1.16
2017-02-15,10-K,84.782,84.131,-0.77,81.811,-3.5
2016-11-02,10-Q,68.876,69.011,0.2,77.444,12.44
2016-08-03,10-Q,69.047,68.828,-0.32,69.569,0.76
2016-05-02,10-Q,64.895,63.661,-1.9,59.009,-9.07
2016-02-16,10-K,53.841,55.533,3.14,54.311,0.87
2015-10-30,10-Q,59.519,60.62,1.85,60.212,1.16
2015-07-31,10-Q,63.41,62.305,-1.74,62.329,-1.7
2015-05-01,10-Q,69.813,69.757,-0.08,69.765,-0.07
2015-02-17,10-K,67.662,67.203,-0.68,66.965,-1.03
2014-10-31,10-Q,79.712,78.777,-1.17,79.987,0.35
2014-08-01,10-Q,78.415,79.421,1.28,80.568,2.75
2014-05-02,10-Q,81.403,81.023,-0.47,81.442,0.05
2014-02-18,10-K,74.414,74.145,-0.36,74.299,-0.16
2013-11-01,10-Q,64.001,64.23,0.36,64.498,0.78
2013-08-02,10-Q,64.096,63.533,-0.88,64.255,0.25
2013-05-02,10-Q,63.622,65.675,3.23,67.918,6.75
2013-02-19,10-K,71.723,69.938,-2.49,67.484,-5.91
2012-11-02,10-Q,63.995,64.726,1.14,63.368,-0.98
2012-08-06,10-Q,64.026,64.671,1.01,65.702,2.62
2012-05-07,10-Q,71.606,71.09,-0.72,68.961,-3.69
2012-02-21,10-K,84.371,84.965,0.7,84.928,0.66
2011-11-04,10-Q,69.928,69.387,-0.77,70.213,0.41
2011-08-04,10-Q,65.047,66.093,1.61,63.376,-2.57
2011-05-09,10-Q,80.766,81.641,1.08,76.737,-4.99
2011-02-22,10-K,73.48,72.046,-1.95,71.931,-2.11
2010-11-04,10-Q,59.636,59.894,0.43,59.105,-0.89
2010-07-30,10-Q,49.733,50.66,1.86,51.024,2.59
2010-05-03,10-Q,49.539,47.244,-4.63,47.237,-4.65
2010-02-19,10-K,41.003,40.848,-0.38,40.158,-2.06
2009-10-30,10-Q,38.495,38.795,0.78,40.271,4.61
2009-07-31,10-Q,30.583,31.318,2.41,33.165,8.44
2009-05-01,10-Q,25.542,26.378,3.27,27.173,6.39
2009-02-20,10-K,18.043,17.001,-5.78,16.656,-7.69
2008-10-31,10-Q,25.577,26.119,2.12,25.744,0.65
2008-08-01,10-Q,45.168,44.697,-1.04,46.997,4.05
2008-05-02,10-Q,54.559,54.526,-0.06,53.873,-1.26
2008-02-22,10-K,46.688,47.39,1.5,47.443,1.62
2007-11-01,10-Q,47.816,48.762,1.98,47.242,-1.2
2007-08-02,10-Q,52.371,51.261,-2.12,50.949,-2.71
2007-05-03,10-Q,47.427,47.259,-0.35,47.718,0.61
2007-02-23,10-K,43.295,43.295,0.0,40.579,-6.27
2006-11-02,10-Q,38.787,38.704,-0.21,37.916,-2.25
2006-08-02,10-Q,45.117,46.38,2.8,43.695,-3.15
2006-05-03,10-Q,49.588,50.039,0.91,51.411,3.67
2006-02-22,10-K,46.241,45.792,-0.97,47.083,1.82
2005-11-04,10-Q,33.758,34.2,1.31,34.591,2.47
2005-08-04,10-Q,33.901,33.644,-0.76,34.83,2.74
2005-05-06,10-Q,28.158,28.196,0.13,27.796,-1.29
2005-02-24,10-K,28.96,29.476,1.78,30.383,4.92
2004-11-08,10-Q,26.93,27.332,1.49,27.759,3.08
2004-08-09,10-Q,21.577,21.943,1.7,22.439,4.0
2004-05-10,10-Q,22.326,22.393,0.3,22.528,0.91
2004-03-10,10-K,22.416,22.306,-0.49,23.548,5.05
2003-11-14,10-Q,22.044,22.01,-0.15,22.129,0.39
2003-08-14,10-Q,21.348,21.442,0.44,22.182,3.91
2003-05-14,10-Q,15.856,16.039,1.16,15.147,-4.47
2003-03-31,10-K,14.68,14.814,0.91,15.426,5.08
2002-11-13,10-Q,12.749,13.111,2.83,13.78,8.08
2002-08-14,10-Q,13.007,12.96,-0.36,13.048,0.32
2002-05-07,10-Q,15.315,16.017,4.58,15.79,3.1
2001-11-01,10-Q,12.98,13.127,1.13,13.896,7.06
2001-08-09,10-Q,14.921,15.292,2.48,15.434,3.44
2001-05-01,10-Q,14.379,14.243,-0.95,14.682,2.11
2001-03-15,10-K,12.653,12.541,-0.89,11.632,-8.07
2000-11-14,10-Q,10.063,10.238,1.73,10.674,6.07
2000-08-11,10-Q,10.658,10.779,1.13,10.538,-1.13
2000-05-10,10-Q,10.489,10.608,1.14,10.933,4.23
2023-02-15,10-K,247.357,245.189,-0.88,236.665,-4.32
