Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-03,10-Q,87.178,88.465,1.48,89.359,2.5
2022-08-04,10-Q,94.971,94.737,-0.25,95.995,1.08
2022-05-05,10-Q,89.571,90.847,1.42,91.205,1.82
2022-02-17,10-K,78.735,81.789,3.88,83.075,5.51
2021-11-04,10-Q,72.317,74.147,2.53,73.549,1.7
2021-08-05,10-Q,70.699,70.887,0.27,72.511,2.56
2021-05-06,10-Q,72.364,72.578,0.3,73.684,1.82
2021-02-18,10-K,65.078,63.368,-2.63,62.41,-4.1
2020-11-05,10-Q,72.616,70.858,-2.42,73.327,0.98
2020-08-06,10-Q,66.632,67.705,1.61,66.497,-0.2
2020-05-07,10-Q,66.064,66.163,0.15,64.577,-2.25
2020-02-20,10-K,84.358,80.433,-4.65,74.199,-12.04
2019-11-04,10-Q,78.878,77.474,-1.78,76.755,-2.69
2019-08-01,10-Q,74.74,74.914,0.23,76.132,1.86
2019-05-02,10-Q,73.433,74.184,1.02,72.433,-1.36
2019-02-21,10-K,68.984,70.795,2.63,71.097,3.06
2018-11-01,10-Q,64.023,63.1,-1.44,66.173,3.36
2018-08-02,10-Q,65.591,66.363,1.18,66.229,0.97
2018-05-03,10-Q,65.652,65.86,0.32,63.633,-3.08
2018-02-15,10-K,64.081,64.63,0.86,64.514,0.67
2017-11-02,10-Q,70.909,71.106,0.28,71.612,0.99
2017-08-03,10-Q,67.338,67.079,-0.38,67.759,0.63
2017-05-04,10-Q,63.351,64.098,1.18,63.817,0.74
2017-02-16,10-K,59.665,59.03,-1.06,61.528,3.12
2016-11-03,10-Q,58.221,58.126,-0.16,55.715,-4.3
2016-08-04,10-Q,61.571,60.758,-1.32,61.258,-0.51
2016-05-06,10-Q,57.432,57.579,0.26,57.788,0.62
2016-02-18,10-K,55.225,54.884,-0.62,56.108,1.6
2015-11-05,10-Q,49.613,47.032,-5.2,47.48,-4.3
2015-08-06,10-Q,47.908,48.984,2.24,50.314,5.02
2015-05-07,10-Q,45.557,45.438,-0.26,45.453,-0.23
2015-02-19,10-K,48.205,47.424,-1.62,46.911,-2.69
2014-11-06,10-Q,46.122,46.822,1.52,45.665,-0.99
2014-08-07,10-Q,39.907,41.032,2.82,41.258,3.39
2014-05-08,10-Q,40.936,40.073,-2.11,39.633,-3.18
2014-02-21,10-K,39.424,39.752,0.83,39.966,1.37
2013-11-04,10-Q,40.891,40.689,-0.49,40.275,-1.51
2013-08-01,10-Q,41.641,41.668,0.07,41.82,0.43
2013-05-02,10-Q,43.48,43.5,0.05,41.99,-3.43
2013-02-21,10-K,39.223,39.961,1.88,40.316,2.79
2012-11-06,10-Q,38.625,37.622,-2.6,37.307,-3.41
2012-08-02,10-Q,42.558,42.83,0.64,42.121,-1.03
2012-05-03,10-Q,38.79,38.935,0.37,39.354,1.45
2012-02-21,10-K,37.938,37.938,0.0,38.102,0.43
2011-11-03,10-Q,37.744,37.622,-0.32,37.827,0.22
2011-08-05,10-Q,33.841,32.024,-5.37,34.133,0.86
2011-05-05,10-Q,33.139,33.359,0.66,34.075,2.82
2011-02-22,10-K,30.714,30.915,0.65,31.141,1.39
2010-11-01,10-Q,30.455,31.112,2.15,31.081,2.05
2010-08-06,10-Q,28.809,29.051,0.84,28.797,-0.04
2010-05-06,10-Q,26.415,26.492,0.29,26.974,2.12
2010-02-22,10-K,25.644,25.542,-0.4,25.805,0.63
2009-11-02,10-Q,23.928,23.754,-0.73,24.526,2.5
2009-08-04,10-Q,22.619,22.699,0.35,23.014,1.75
2009-05-01,10-Q,21.063,21.057,-0.03,21.181,0.56
2009-02-23,10-K,20.866,21.114,1.19,19.862,-4.81
2008-11-07,10-Q,23.397,21.837,-6.67,21.764,-6.98
2008-08-07,10-Q,21.447,22.408,4.48,21.885,2.04
2008-05-02,10-Q,22.622,22.399,-0.99,22.335,-1.27
2008-02-22,10-K,22.436,22.479,0.19,21.77,-2.97
2007-11-01,10-Q,24.003,24.33,1.36,24.455,1.88
2007-08-02,10-Q,23.295,22.48,-3.5,24.053,3.26
2007-05-10,10-Q,25.796,25.821,0.1,26.067,1.05
2007-02-21,10-K,24.697,25.097,1.62,24.61,-0.35
2006-11-02,10-Q,24.129,23.753,-1.56,23.758,-1.54
2006-08-03,10-Q,22.595,22.785,0.84,22.356,-1.06
2006-05-03,10-Q,20.408,20.524,0.57,21.054,3.16
2006-02-22,10-K,22.288,22.105,-0.82,22.003,-1.28
2005-11-02,10-Q,21.53,21.431,-0.46,21.629,0.46
2005-08-03,10-Q,22.6,22.47,-0.58,21.843,-3.35
2005-05-05,10-Q,20.202,20.307,0.52,20.844,3.18
2005-02-25,10-K,19.766,19.606,-0.81,19.679,-0.44
2004-11-05,10-Q,20.136,20.197,0.3,20.641,2.51
2004-08-06,10-Q,18.355,18.182,-0.94,18.285,-0.38
